Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1614635,"Sulfur amino acid metabolism",19,93,0.006516712213579987,0.9999999982761432,0.9999999982761432,21,37,0.0027251970243794654,9606,Homo sapiens,"93621;4552;23474;2287;191;58472;3099;1052;55010;4507;55256;51074;1468;29105;29985;29103;875;58478;84245;2805;84890","","R-HSA-1299507;R-HSA-1614618;R-HSA-174401;R-HSA-174374;R-HSA-1614524;R-HSA-1237140;R-HSA-1614654;R-HSA-1614544;R-HSA-1614546;R-HSA-1237119;R-HSA-6814153;R-HSA-5696838;R-HSA-1614665;R-HSA-1614605;R-HSA-174391;R-HSA-1237160;R-HSA-1237096;R-HSA-1237129;R-HSA-1237102;R-HSA-9012597;R-HSA-1655879"
R-HSA-2029482,"Regulation of actin dynamics for phagocytic cup formation",44,158,0.011071403545652022,0.9999999993156908,0.9999999993156908,24,24,0.0017676953671650585,9606,Homo sapiens,"4690;10092;4771;4650;4651;10097;10096;90522;3320;2230;26999;10810;3796;2907;55845;4644;5594;5595;7410;7456;1072;10109;3326;8976;60;5747;10787;22978;25;10152;2054;147179;3140;3017;2885;1398;1793;71;10552;5879;2209;4627;2180;3190;5058;10163;4641;1495;23432;58189;23191;3146;51517","","R-HSA-2197697;R-HSA-2029469;R-HSA-2197698;R-HSA-2029466;R-HSA-2029467;R-HSA-442592;R-HSA-2029465;R-HSA-1861595;R-HSA-399950;R-HSA-2029460;R-HSA-2029458;R-HSA-2029456;R-HSA-2029454;R-HSA-2130194;R-HSA-2029453;R-HSA-2029451;R-HSA-2029476;R-HSA-2197691;R-HSA-419644;R-HSA-2197690;R-HSA-419645;R-HSA-2029445;R-HSA-442586;R-HSA-2029473"
R-HSA-382551,"Transport of small molecules",450,961,0.06733935954032653,0.9999999994382807,0.9999999994382807,342,443,0.03262871031892171,9606,Homo sapiens,"908;65125;92745;22990;2791;9187;25901;2787;79895;1211;154091;92979;912;155066;65010;219931;1107;29035;5707;1468;5708;2;5709;1102;801;5700;5701;5702;1108;65266;121260;5717;55343;1116;5719;1478;1477;1111;811;5710;813;4864;5711;6801;814;55107;5714;817;3658;1119;5716;819;1130;144195;3428;55117;1004;1002;1123;2332;821;1122;701;822;5720;823;824;3787;826;706;948;949;708;829;1009;64078;4891;1021;29108;1020;2591;55240;1019;10613;1017;950;29105;951;830;29103;1497;831;953;832;833;955;834;836;837;7916;3693;91445;2242;1031;1030;55013;29110;27173;1027;84912;57552;840;961;1147;1026;841;284129;1025;2597;3685;966;967;3688;7922;847;969;6717;1164;2495;1284;1282;1161;1281;28231;28232;57205;10956;55144;26298;1278;3696;857;978;858;6500;5894;376497;1175;1052;1173;114757;81539;27032;27153;10723;55156;860;2017;861;55033;2137;983;1047;27034;3224;2135;501;864;987;867;747;868;509;6510;2034;1186;1185;23443;1184;1063;2030;23203;1062;23446;1182;1181;23568;23327;51360;990;6509;991;871;993;873;51000;1058;874;2146;875;757;51248;51009;10257;6506;51129;6505;4208;6520;6522;6400;1198;2043;1196;2042;1195;23456;2040;2280;55970;881;883;641;55974;2036;523;89845;2035;6513;526;6515;527;528;649;529;54407;23428;84061;113235;5685;2177;2175;23545;2171;206358;890;152519;891;771;892;773;3017;775;533;54896;2167;535;899;55626;537;538;6526;7979;10479;2180;7991;5573;5694;4363;6542;5695;6541;5575;5696;8720;3035;3156;2187;3155;3033;2184;23315;780;51393;782;784;2178;5566;8714;90843;5567;5205;6536;10367;2191;6550;23529;6553;245972;23400;30061;3163;790;55760;794;3159;3037;51167;54795;2189;92935;5577;6546;5699;10213;10577;6560;5350;90871;8501;6563;6566;222962;23531;123096;23657;682;NA;444;687;196527;688;57719;92922;6558;10347;5360;8992;9843;5243;6575;5002;5245;90423;5125;22894;25800;22897;79751;694;54331;114134;699;8989;7415;6567;6446;7416;7779;8504;10312;7419;91749;23516;6584;6583;8884;3077;3073;23514;80727;55671;53373;55315;55676;3069;6578;54107;109;6339;9861;8894;6233;57185;23169;57181;112;115286;113;476;85414;115;358;7436;286097;9619;3092;93145;3090;5034;9635;11194;19;57198;57192;9990;360;481;57194;120;483;84679;488;489;53834;20;21;22;7222;8671;11160;5045;7224;7223;7225;490;493;1910;498;23382;23143;8428;84102;10079;11046;94015;7355;28965;58189;93166;51310;54822;41;8454;48;392;10057;7376;10060;6048;93183;160;9550;163;9429;84230;291;292;293;1831;23460;10396;1836;347734;64788;23355;26503;1965;121601;55832;606495;79901;55714;348938;1968;22913;27248;133308;120103;84962;84961;26278;26277;91369;91368;26048;56262;84948;84947;8140;84957;26284;26286;26046;123606;9123;80024;26133;29886;9498;51706;9497;9491;3704;3705;3949;9388;29988;57380;56172;3716;1535;3717;1534;26471;29985;26234;3710;93109;3712;50636;51606;91289;57153;259232;64924;56061;2512;3720;3965;3845;93134;59341;26579;81031;30968;1317;9057;9296;133418;23070;2778;1201;1200;900;901;904;905;1207","","R-HSA-2744361;R-HSA-418309;R-HSA-444419;R-HSA-442368;R-HSA-444416;R-HSA-6784622;R-HSA-429581;R-HSA-8858252;R-HSA-6784620;R-HSA-425994;R-HSA-425482;R-HSA-425483;R-HSA-5672027;R-HSA-429591;R-HSA-379415;R-HSA-428052;R-HSA-6784628;R-HSA-442387;R-HSA-1562626;R-HSA-5692480;R-HSA-444433;R-HSA-426015;R-HSA-164377;R-HSA-442393;R-HSA-429094;R-HSA-1237042;R-HSA-174624;R-HSA-9659568;R-HSA-442405;R-HSA-433698;R-HSA-5678706;R-HSA-427555;R-HSA-1237047;R-HSA-379426;R-HSA-450095;R-HSA-450092;R-HSA-9701055;R-HSA-429613;R-HSA-429101;R-HSA-379432;R-HSA-450088;R-HSA-428585;R-HSA-442422;R-HSA-171059;R-HSA-264758;R-HSA-437300;R-HSA-265783;R-HSA-427570;R-HSA-9645220;R-HSA-432188;R-HSA-266303;R-HSA-418365;R-HSA-1237038;R-HSA-266299;R-HSA-741450;R-HSA-741449;R-HSA-392263;R-HSA-174657;R-HSA-432195;R-HSA-174660;R-HSA-2855020;R-HSA-428609;R-HSA-5690911;R-HSA-9727198;R-HSA-171087;R-HSA-5227009;R-HSA-5690886;R-HSA-1237059;R-HSA-427605;R-HSA-5683714;R-HSA-2872444;R-HSA-1467457;R-HSA-429663;R-HSA-1467466;R-HSA-382553;R-HSA-352347;R-HSA-1237069;R-HSA-174690;R-HSA-426086;R-HSA-171106;R-HSA-382560;R-HSA-352354;R-HSA-5340214;R-HSA-8866542;R-HSA-352364;R-HSA-2685505;R-HSA-382575;R-HSA-2752067;R-HSA-561253;R-HSA-432232;R-HSA-372843;R-HSA-425577;R-HSA-8866551;R-HSA-174706;R-HSA-171122;R-HSA-904830;R-HSA-5252133;R-HSA-8866546;R-HSA-597628;R-HSA-374896;R-HSA-352371;R-HSA-5692462;R-HSA-375417;R-HSA-8876283;R-HSA-8866553;R-HSA-352379;R-HSA-6813720;R-HSA-2730664;R-HSA-352385;R-HSA-6784738;R-HSA-171141;R-HSA-382613;R-HSA-216723;R-HSA-8855062;R-HSA-435349;R-HSA-427666;R-HSA-378513;R-HSA-216727;R-HSA-174741;R-HSA-2872498;R-HSA-2872497;R-HSA-8866329;R-HSA-435366;R-HSA-9737780;R-HSA-8866851;R-HSA-174757;R-HSA-435375;R-HSA-5229283;R-HSA-426155;R-HSA-5691131;R-HSA-5691108;R-HSA-8981564;R-HSA-216757;R-HSA-727740;R-HSA-6784735;R-HSA-8981553;R-HSA-6784734;R-HSA-425661;R-HSA-6784729;R-HSA-8855111;R-HSA-174786;R-HSA-6784676;R-HSA-425678;R-HSA-1614546;R-HSA-727749;R-HSA-8878664;R-HSA-8981574;R-HSA-8982617;R-HSA-727768;R-HSA-383190;R-HSA-444126;R-HSA-174808;R-HSA-8855131;R-HSA-727767;R-HSA-8855130;R-HSA-444120;R-HSA-8875623;R-HSA-8854628;R-HSA-5678261;R-HSA-2672334;R-HSA-2730692;R-HSA-428779;R-HSA-5250209;R-HSA-5250210;R-HSA-5333671;R-HSA-351987;R-HSA-9684068;R-HSA-5250217;R-HSA-6785181;R-HSA-939763;R-HSA-8953461;R-HSA-6785178;R-HSA-549129;R-HSA-444160;R-HSA-8949145;R-HSA-8949659;R-HSA-445714;R-HSA-8949661;R-HSA-8949649;R-HSA-917807;R-HSA-174368;R-HSA-163617;R-HSA-442661;R-HSA-917805;R-HSA-2671885;R-HSA-8951727;R-HSA-8949668;R-HSA-744231;R-HSA-744230;R-HSA-8949688;R-HSA-8949178;R-HSA-111925;R-HSA-917814;R-HSA-8854462;R-HSA-6784861;R-HSA-917811;R-HSA-352059;R-HSA-8876472;R-HSA-8949687;R-HSA-446278;R-HSA-917839;R-HSA-2889070;R-HSA-8876485;R-HSA-8876484;R-HSA-446277;R-HSA-5691154;R-HSA-917835;R-HSA-6806831;R-HSA-5691167;R-HSA-5671707;R-HSA-8949703;R-HSA-937311;R-HSA-1454916;R-HSA-8870354;R-HSA-5691150;R-HSA-425822;R-HSA-5678863;R-HSA-437084;R-HSA-437085;R-HSA-917841;R-HSA-917870;R-HSA-352103;R-HSA-9650165;R-HSA-266082;R-HSA-3295579;R-HSA-352108;R-HSA-936802;R-HSA-3295580;R-HSA-8941543;R-HSA-549241;R-HSA-352119;R-HSA-1475436;R-HSA-8932851;R-HSA-1475435;R-HSA-5691176;R-HSA-427910;R-HSA-9701141;R-HSA-8863494;R-HSA-947591;R-HSA-917892;R-HSA-432010;R-HSA-163215;R-HSA-2744228;R-HSA-8980228;R-HSA-917891;R-HSA-376200;R-HSA-917888;R-HSA-1247645;R-HSA-437129;R-HSA-437139;R-HSA-561054;R-HSA-437136;R-HSA-549279;R-HSA-8876319;R-HSA-561041;R-HSA-5626316;R-HSA-2744242;R-HSA-352158;R-HSA-5226964;R-HSA-1247665;R-HSA-917933;R-HSA-879528;R-HSA-561059;R-HSA-5226979;R-HSA-8959781;R-HSA-5690873;R-HSA-432054;R-HSA-549304;R-HSA-936895;R-HSA-1247649;R-HSA-352182;R-HSA-5340130;R-HSA-422320;R-HSA-5226999;R-HSA-561072;R-HSA-5252072;R-HSA-549297;R-HSA-352191;R-HSA-5246444;R-HSA-936883;R-HSA-8959798;R-HSA-917936;R-HSA-349637;R-HSA-549322;R-HSA-742345;R-HSA-5336466;R-HSA-5339538;R-HSA-349638;R-HSA-2682349;R-HSA-5251989;R-HSA-433089;R-HSA-1369052;R-HSA-442317;R-HSA-432074;R-HSA-2684901;R-HSA-936897;R-HSA-8857928;R-HSA-1369028;R-HSA-2731002;R-HSA-5336453;R-HSA-189398;R-HSA-5339524;R-HSA-917979;R-HSA-433104;R-HSA-109527;R-HSA-427998;R-HSA-109529;R-HSA-507871;R-HSA-8875871;R-HSA-507870;R-HSA-742354;R-HSA-5339528;R-HSA-879575;R-HSA-507869;R-HSA-507868;R-HSA-434650;R-HSA-375768;R-HSA-735702;R-HSA-109534;R-HSA-428007;R-HSA-109536;R-HSA-5682103;R-HSA-5682101;R-HSA-109538;R-HSA-375776;R-HSA-435171;R-HSA-2730959;R-HSA-428015;R-HSA-375790;R-HSA-879585;R-HSA-433131;R-HSA-352232;R-HSA-917987;R-HSA-879584;R-HSA-742373;R-HSA-442345;R-HSA-444393;R-HSA-5682084;R-HSA-8875902;R-HSA-425983;R-HSA-429567;R-HSA-1369065"
R-HSA-6785470,"tRNA processing in the mitochondrion",3,45,0.003153247845280639,0.9999999995399639,0.9999999995399639,2,3,2.209619208956323E-4,9606,Homo sapiens,"3028;54931;60528;29969","","R-HSA-6786854;R-HSA-6785722"
R-HSA-373076,"Class A/1 (Rhodopsin-like receptors)",161,412,0.02886973582790274,0.9999999997467512,0.9999999997467512,114,160,0.01178463578110039,9606,Homo sapiens,"5021;23607;3761;51083;351;353;57504;2787;113;355;357;358;5032;13;14;16;1909;18;19;29954;26207;360;2;128;3762;3763;5028;3764;3646;6915;1901;20;21;22;6372;6374;25;6498;6376;29;1241;1910;30001;134;136;30000;2201;31;32;34;35;37;38;6387;39;5179;9890;1129;267;146;147;3423;51554;41;29108;272;273;154;29105;3434;5732;5734;5737;1812;59;23255;160;162;163;284;285;165;166;287;26084;2118;288;2919;60;727;53637;8111;2921;2920;3576;55027;71;72;2925;10161;11251;26986;26984;183;624;81;54865;5660;6751;6752;3363;26953;2151;23566;2150;2700;2149;85012;94;54876;6869;3910;1616;3911;1615;81559;2055;2054;26018;26017;2050;3814;2049;2720;57486;2289;2960;2288;3930;2847;91947;163404;2185;2184;2060;301;2852;2059;302;3269;2058;306;307;79948;308;309;50865;1889;2070;310;311;2863;2069;2861;314;316;29997;321;322;2632;323;324;29995;29994;328;329;3181;90780;330;333;334;28511;2521;214;217;219;9718;3199;3198;9170;9294;220;221;2535;2534;102;223;103;104;226;109","","R-HSA-419334;R-HSA-391941;R-HSA-391940;R-HSA-390663;R-HSA-391943;R-HSA-9615249;R-HSA-390912;R-HSA-391936;R-HSA-391939;R-HSA-419841;R-HSA-444171;R-HSA-419351;R-HSA-390929;R-HSA-390673;R-HSA-9724290;R-HSA-390931;R-HSA-390674;R-HSA-8940959;R-HSA-390930;R-HSA-373791;R-HSA-417820;R-HSA-374298;R-HSA-388900;R-HSA-417829;R-HSA-5336182;R-HSA-9656244;R-HSA-417825;R-HSA-5336184;R-HSA-373813;R-HSA-417842;R-HSA-417843;R-HSA-389424;R-HSA-444476;R-HSA-419389;R-HSA-444731;R-HSA-374331;R-HSA-373061;R-HSA-392263;R-HSA-374337;R-HSA-417858;R-HSA-443978;R-HSA-389463;R-HSA-373073;R-HSA-443986;R-HSA-8851679;R-HSA-6797630;R-HSA-373087;R-HSA-373086;R-HSA-373342;R-HSA-375384;R-HSA-418904;R-HSA-419428;R-HSA-419426;R-HSA-417890;R-HSA-9615348;R-HSA-375395;R-HSA-389487;R-HSA-418925;R-HSA-8862700;R-HSA-389481;R-HSA-444523;R-HSA-388981;R-HSA-388468;R-HSA-417908;R-HSA-3296326;R-HSA-389491;R-HSA-417927;R-HSA-8862733;R-HSA-388503;R-HSA-9678854;R-HSA-374173;R-HSA-444572;R-HSA-9611277;R-HSA-444838;R-HSA-416929;R-HSA-389026;R-HSA-380076;R-HSA-964773;R-HSA-6805205;R-HSA-8877620;R-HSA-388529;R-HSA-390835;R-HSA-444848;R-HSA-374207;R-HSA-390846;R-HSA-445113;R-HSA-9731924;R-HSA-9690449;R-HSA-8876868;R-HSA-374214;R-HSA-964811;R-HSA-3296244;R-HSA-391372;R-HSA-391375;R-HSA-444620;R-HSA-9609310;R-HSA-5694082;R-HSA-388560;R-HSA-391378;R-HSA-947673;R-HSA-9611851;R-HSA-9611852;R-HSA-444647;R-HSA-374758;R-HSA-8851298;R-HSA-444654;R-HSA-391913;R-HSA-374251;R-HSA-388596;R-HSA-390641;R-HSA-390909;R-HSA-388863;R-HSA-391934;R-HSA-390649"
R-HSA-209776,"Metabolism of amine-derived hormones",6,58,0.004064186111695046,0.9999999997855333,0.9999999997855333,8,21,0.0015467334462694261,9606,Homo sapiens,"1734;2006;93145;1241;3895;2494;3910","","R-HSA-209859;R-HSA-209840;R-HSA-209792;R-HSA-209910;R-HSA-209925;R-HSA-209924;R-HSA-209828;R-HSA-209772"
R-HSA-5621480,"Dectin-2 family",8,65,0.004554691332072034,0.9999999997953515,0.9999999997953515,12,12,8.838476835825292E-4,9606,Homo sapiens,"2931;2534;55799;2026;27436;3796;2230;1408;2934;2060","","R-HSA-5621367;R-HSA-8858500;R-HSA-5621366;R-HSA-5621363;R-HSA-5621347;R-HSA-5621356;R-HSA-5621353;R-HSA-5621352;R-HSA-5621371;R-HSA-5621355;R-HSA-5621370;R-HSA-5621354"
R-HSA-156584,"Cytosolic sulfonation of small molecules",10,72,0.005045196552449022,0.9999999998393683,0.9999999998393683,13,24,0.0017676953671650585,9606,Homo sapiens,"84836;54928;51000;9061;8459;9060;3776;8460;1836;347734","","R-HSA-741449;R-HSA-427555;R-HSA-176517;R-HSA-5695964;R-HSA-176521;R-HSA-176585;R-HSA-8953499;R-HSA-176631;R-HSA-174389;R-HSA-176474;R-HSA-176664;R-HSA-174392;R-HSA-8954262"
R-HSA-1461973,"Defensins",4,51,0.0035736808913180576,0.9999999998399324,0.9999999998399324,6,19,0.0013994254990056714,9606,Homo sapiens,"27032;59;26986;84861","","R-HSA-1462023;R-HSA-1467269;R-HSA-1471314;R-HSA-1471338;R-HSA-1471322;R-HSA-1973968"
R-HSA-9609690,"HCMV Early Events",66,215,0.015065517483007497,0.9999999999127578,0.9999999999127578,12,12,8.838476835825292E-4,9606,Homo sapiens,"8970;22998;50628;6396;8655;129401;8334;1781;1780;7280;81929;1778;4927;6907;2146;23165;8726;92815;10376;5931;1616;9631;7175;10381;10383;8345;100101267;8021;2512;83742;90987;7846;3688;8339;5903;84790;9883;348995;4790;9688;57122;84617;84936;3017;51143;2487;54978;8349;347733;140735;79718;55706;1956;10951;8365;23636;5371;3191;7277;9612;9611;23431;25850;58189;8086;23511;23512;23358;53371;79023;5928;83604;79902;10762;2617","","R-HSA-9610867;R-HSA-9614816;R-HSA-9621073;R-HSA-9614369;R-HSA-9611158;R-HSA-9614343;R-HSA-9614810;R-HSA-9614811;R-HSA-9611147;R-HSA-9623096;R-HSA-9609689;R-HSA-9614367"
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",20,103,0.007217433956975685,0.9999999999233561,0.9999999999233561,15,16,0.001178463578110039,9606,Homo sapiens,"6890;6892;6891;6396;23067;22872;91272;770;2843;2189;811;10134;55608;2923;9871;9632;3133;58189;3107;3106;10427;3105;567;821;3309","","R-HSA-8951499;R-HSA-983148;R-HSA-983146;R-HSA-983145;R-HSA-983144;R-HSA-203979;R-HSA-983142;R-HSA-983427;R-HSA-983426;R-HSA-983138;R-HSA-983425;R-HSA-983424;R-HSA-983422;R-HSA-983421;R-HSA-983161"
R-HSA-109582,"Hemostasis",359,803,0.05626795599467452,0.9999999999253759,0.9999999999253759,308,334,0.024600427193047066,9606,Homo sapiens,"92745;2791;22995;2669;2787;2665;1455;2664;2542;92737;91768;10411;3635;2308;29035;2316;2;51097;2313;4973;801;6915;2318;928;10544;135228;55582;54495;1478;1477;29127;27067;3654;813;26090;3655;3897;3656;10630;3659;91304;3672;66005;3673;1495;1488;2335;3423;1487;1486;6810;948;3309;708;829;29108;2230;1020;1017;2589;1499;29105;830;29103;710;832;3796;3676;3797;3798;3678;3799;837;91445;2120;27175;3329;83700;3326;960;840;961;10749;841;3685;965;967;3688;7804;5747;5868;6714;6717;5627;5880;50808;5519;1399;1278;1277;1398;1397;5874;857;5515;5516;5879;5518;5770;160851;5894;1295;57572;1294;1292;1291;1290;10846;10603;1289;1288;745;4312;747;50940;5889;5528;5781;5660;10490;3241;2152;2151;1062;3481;10019;991;2149;2026;51368;10376;11343;10257;55608;221955;10381;5672;6520;5673;5552;10383;1072;2280;1191;55970;2159;2157;140885;7846;55614;408;55619;409;23428;5321;6654;2175;3021;3020;23303;2171;890;29089;54891;899;7975;10112;6404;2180;5573;7873;6786;5575;3035;3397;2184;2060;782;302;2058;23670;5566;10362;5567;139322;308;5327;10125;5328;10487;9927;5580;5581;23529;81928;23764;25821;55761;81930;54676;5335;5577;6546;5578;5216;10335;90990;5592;5593;5594;5595;7410;7534;6566;23531;23774;161882;23414;23657;682;78991;323;7525;328;9948;92806;7422;7424;3066;3065;3185;3184;54331;334;56992;54454;55664;5478;7414;55669;8503;10672;3070;23759;6464;9732;5136;23633;3073;226;8515;3082;23287;28977;23046;56097;24137;64837;351;85414;8527;8407;11069;8526;5154;14;5155;28988;481;5270;5271;483;488;23052;489;5027;9749;5028;146909;84790;8795;7222;8793;25;7465;7225;8797;490;23028;493;5295;6383;5054;6385;7114;58189;5290;5170;5291;6382;5051;387;388;4097;391;7010;9672;10184;6281;284;285;2919;60;2914;85440;9564;23468;1950;23220;89953;1837;347733;11004;2925;11127;2923;7277;7035;5099;7157;81;1609;1608;2817;1606;2934;87;7043;9585;22913;7280;29789;7042;10938;80005;1977;2824;7057;221037;80228;22920;8140;56144;26286;3920;9123;84617;2965;2843;1994;1519;1879;51706;7078;9371;9493;1525;2977;2976;3705;26020;1408;1407;2870;2625;2624;3717;3959;2621;2983;1893;3710;3832;3833;2627;3835;7094;23095;2632;3845;23091;3980;2771;2770;58494;59343;9162;2768;2767;2885;1311;1793;30846;9057;3750;2778;1445;2776;2534;2773;900;901;103910","","R-HSA-114689;R-HSA-443910;R-HSA-5606996;R-HSA-390663;R-HSA-418309;R-HSA-140806;R-HSA-392195;R-HSA-432129;R-HSA-443905;R-HSA-114697;R-HSA-158218;R-HSA-432143;R-HSA-5607004;R-HSA-434700;R-HSA-443402;R-HSA-397835;R-HSA-204813;R-HSA-392202;R-HSA-5607002;R-HSA-5684806;R-HSA-984606;R-HSA-432148;R-HSA-5604929;R-HSA-140823;R-HSA-430096;R-HSA-5684801;R-HSA-158747;R-HSA-158744;R-HSA-140825;R-HSA-204824;R-HSA-158750;R-HSA-443418;R-HSA-350745;R-HSA-210974;R-HSA-210977;R-HSA-417829;R-HSA-158756;R-HSA-443439;R-HSA-158251;R-HSA-140840;R-HSA-9661625;R-HSA-435244;R-HSA-140847;R-HSA-984609;R-HSA-204850;R-HSA-140851;R-HSA-5684836;R-HSA-5676133;R-HSA-426032;R-HSA-453183;R-HSA-5607023;R-HSA-418365;R-HSA-204863;R-HSA-426043;R-HSA-204861;R-HSA-158781;R-HSA-139842;R-HSA-158784;R-HSA-140870;R-HSA-158278;R-HSA-204871;R-HSA-397891;R-HSA-1013833;R-HSA-984648;R-HSA-1008200;R-HSA-430158;R-HSA-158795;R-HSA-140872;R-HSA-204873;R-HSA-139854;R-HSA-139855;R-HSA-984671;R-HSA-158800;R-HSA-1008220;R-HSA-5591040;R-HSA-453200;R-HSA-5591052;R-HSA-351323;R-HSA-429157;R-HSA-158311;R-HSA-351341;R-HSA-434798;R-HSA-204392;R-HSA-158313;R-HSA-417908;R-HSA-9603302;R-HSA-1013881;R-HSA-1008248;R-HSA-392831;R-HSA-5591086;R-HSA-984689;R-HSA-1008240;R-HSA-158333;R-HSA-418436;R-HSA-9670673;R-HSA-158340;R-HSA-396941;R-HSA-984708;R-HSA-418442;R-HSA-158354;R-HSA-392852;R-HSA-204434;R-HSA-984733;R-HSA-434836;R-HSA-983194;R-HSA-418451;R-HSA-158357;R-HSA-418456;R-HSA-432295;R-HSA-392870;R-HSA-419490;R-HSA-139941;R-HSA-437932;R-HSA-2316429;R-HSA-392874;R-HSA-204465;R-HSA-437936;R-HSA-425661;R-HSA-158399;R-HSA-983218;R-HSA-396996;R-HSA-204485;R-HSA-5607058;R-HSA-428750;R-HSA-5635741;R-HSA-428749;R-HSA-2267372;R-HSA-158925;R-HSA-158419;R-HSA-983259;R-HSA-428752;R-HSA-5607043;R-HSA-5578883;R-HSA-204500;R-HSA-9015379;R-HSA-158942;R-HSA-5603467;R-HSA-158941;R-HSA-141026;R-HSA-426209;R-HSA-481007;R-HSA-426223;R-HSA-994020;R-HSA-983266;R-HSA-158959;R-HSA-141040;R-HSA-418549;R-HSA-141046;R-HSA-481010;R-HSA-481009;R-HSA-984821;R-HSA-983285;R-HSA-994034;R-HSA-990478;R-HSA-158982;R-HSA-8858498;R-HSA-426240;R-HSA-204549;R-HSA-391939;R-HSA-354060;R-HSA-939265;R-HSA-418581;R-HSA-481044;R-HSA-418579;R-HSA-990489;R-HSA-418576;R-HSA-354066;R-HSA-354077;R-HSA-159001;R-HSA-354073;R-HSA-159005;R-HSA-354087;R-HSA-377644;R-HSA-377641;R-HSA-377640;R-HSA-418091;R-HSA-377643;R-HSA-354097;R-HSA-994106;R-HSA-140599;R-HSA-204600;R-HSA-354124;R-HSA-994140;R-HSA-994137;R-HSA-375133;R-HSA-375135;R-HSA-375131;R-HSA-354149;R-HSA-418662;R-HSA-429415;R-HSA-210277;R-HSA-418158;R-HSA-210283;R-HSA-210282;R-HSA-994148;R-HSA-428909;R-HSA-879459;R-HSA-210291;R-HSA-428918;R-HSA-354165;R-HSA-210290;R-HSA-428917;R-HSA-5602080;R-HSA-418163;R-HSA-210294;R-HSA-994169;R-HSA-1011576;R-HSA-996727;R-HSA-437118;R-HSA-354173;R-HSA-114553;R-HSA-114552;R-HSA-203130;R-HSA-418172;R-HSA-997237;R-HSA-140664;R-HSA-418170;R-HSA-114558;R-HSA-997263;R-HSA-1011598;R-HSA-114563;R-HSA-425861;R-HSA-210304;R-HSA-418176;R-HSA-429441;R-HSA-428941;R-HSA-140686;R-HSA-429449;R-HSA-114577;R-HSA-140696;R-HSA-996755;R-HSA-418200;R-HSA-140700;R-HSA-1011600;R-HSA-5684169;R-HSA-158118;R-HSA-428961;R-HSA-442273;R-HSA-5694462;R-HSA-114600;R-HSA-437162;R-HSA-9708859;R-HSA-992703;R-HSA-443831;R-HSA-9674529;R-HSA-442291;R-HSA-199093;R-HSA-992696;R-HSA-9650473;R-HSA-158137;R-HSA-210872;R-HSA-429497;R-HSA-140736;R-HSA-210881;R-HSA-8948034;R-HSA-392143;R-HSA-8870732;R-HSA-992708;R-HSA-434637;R-HSA-442314;R-HSA-202703;R-HSA-437195;R-HSA-140748;R-HSA-437192;R-HSA-9015111;R-HSA-434633;R-HSA-482775;R-HSA-372693;R-HSA-8869206;R-HSA-202706;R-HSA-482772;R-HSA-202704;R-HSA-202710;R-HSA-482770;R-HSA-158164;R-HSA-202709;R-HSA-202714;R-HSA-140761;R-HSA-9015122;R-HSA-372697;R-HSA-392152;R-HSA-429529;R-HSA-202723;R-HSA-202721;R-HSA-140769;R-HSA-372705;R-HSA-202727;R-HSA-432096;R-HSA-2870221;R-HSA-204773;R-HSA-202724;R-HSA-432110;R-HSA-204779;R-HSA-202731;R-HSA-140777;R-HSA-140783;R-HSA-9670014;R-HSA-114671;R-HSA-9679740;R-HSA-114670;R-HSA-140791;R-HSA-430076;R-HSA-114683;R-HSA-204798;R-HSA-114684;R-HSA-392187;R-HSA-432121;R-HSA-430073"
